mES_2i_LIF_r3	mES_2i_LIF_r2	mES_2i_LIF_r1	mES_2i_r1	mES_2i_r2	mES_2i_r3
202	183	241	247	237	185
90	113	75	111	107	83
5	7	4	3	3	1
199	256	273	246	250	203
327	323	350	438	342	311
1189	1615	1795	1929	1669	1013
1323	1634	1863	1618	1642	1060
11	18	15	4	6	4
795	997	957	930	901	687
82	105	119	100	74	30
0	0	1	0	1	0
582	708	724	621	611	533
688	688	591	594	615	526
170	219	298	251	238	147
3	0	3	2	0	2
0	0	0	1	0	0
823	921	882	888	941	696
631	809	875	915	830	607
5724	6432	6560	5948	5667	5161
336	441	400	275	245	191
0	0	0	0	1	1
136	253	260	257	252	125
123	164	233	182	166	100
1822	1913	2003	1815	1968	1660
2	0	4	2	1	5
66	91	130	75	63	44
0	0	0	0	0	1
193	267	211	150	174	161
1032	1118	994	900	1118	856
2594	2882	2688	2883	2480	2106
1	0	0	0	0	0
1363	1336	1284	1386	1292	1064
527	613	664	531	491	418
280	397	330	285	354	213
1396	1960	1278	846	1622	1201
426	473	538	486	403	332
9	13	4	3	2	5
365	439	434	359	353	260
99	101	103	132	67	85
497	804	871	672	581	323
152	134	130	27	20	33
5	2	9	7	3	4
836	765	775	825	844	739
7	3	6	5	11	7
720	869	858	1005	1000	760
162	187	210	355	334	253
0	0	0	0	0	1
0	0	0	0	1	0
0	1	0	0	0	0
1	0	2	1	0	0
2	0	1	0	0	0
1	0	1	0	1	0
1	6	3	6	4	0
0	0	1	0	0	0
25	41	40	23	25	18
584	580	622	569	581	447
6	6	5	0	2	3
242	275	260	242	246	207
2888	3178	3458	3571	3587	2682
1399	1579	1398	1384	1564	1188
51	48	42	55	71	59
1	0	0	0	1	0
527	615	591	749	679	547
817	794	871	873	880	746
54	34	52	35	35	40
987	1044	1041	1148	1211	857
1265	1439	1274	1167	1242	1130
0	1	0	0	1	1
455	512	573	486	497	364
536	674	724	653	592	431
8	5	2	8	1	5
91	154	130	82	100	76
2512	3547	3739	3622	3106	1918
2	5	3	6	5	3
35	67	72	51	71	29
1037	1332	1236	1290	1314	990
1143	1316	1308	1206	1308	1099
1245	1330	1328	1229	1268	1036
1106	1299	1116	826	805	694
37	34	108	163	102	50
3	0	3	11	8	12
17	30	20	7	21	34
1	0	1	0	2	1
0	0	2	0	0	0
2	0	2	1	3	4
660	725	638	692	864	701
150	192	189	190	198	174
0	0	1	0	0	1
1085	1342	1166	1464	1568	1122
1336	1515	1348	1270	1292	1013
1875	2143	2038	2160	1878	1523
6	9	12	17	16	18
678	902	950	1030	841	635
61	56	46	57	73	52
591	737	704	1035	1004	771
756	1041	1108	1145	1098	773
492	549	652	629	666	443
32	24	26	15	22	24
9368	10930	11757	13030	11206	8382
6	1	5	6	3	10
58	105	75	72	80	42
192	223	218	201	240	147
1283	1472	1534	1511	1549	1252
628	1008	900	971	926	511
82	127	124	113	123	90
157	186	173	178	172	161
10	25	11	6	16	7
953	1225	1051	1023	1033	776
898	1160	1225	1177	1240	867
42	66	33	29	31	27
229	250	234	228	266	203
669	814	631	528	544	385
67	79	56	77	90	82
381	516	469	604	672	480
4010	4670	4559	4367	4444	3539
0	0	0	0	1	0
0	0	0	0	0	1
2	0	2	1	1	4
3	5	3	1	0	0
24	39	33	26	33	12
273	258	326	268	275	195
5210	5993	5910	6335	5755	4372
141	219	222	144	218	150
43	29	78	108	80	56
262	332	357	412	434	286
69	112	137	98	122	59
283	423	440	309	536	350
1620	1395	1468	1829	1757	1589
397	398	343	379	356	334
3663	4250	3925	3683	3791	3023
1142	1357	1563	1390	1351	1068
1806	2143	1833	1957	1974	1621
436	475	484	498	536	416
53	18	17	49	41	41
0	0	0	2	0	1
261	268	242	247	289	223
182	236	269	320	270	207
32	24	62	267	160	139
1400	2114	2013	2135	1905	1204
38	74	44	37	62	20
1317	1397	1363	1429	1398	1104
12	24	30	33	23	16
0	0	1	0	0	0
150	209	113	92	87	46
1435	1585	1134	589	660	599
5	20	12	9	24	17
1665	2234	2021	2478	2824	1878
15	6	7	12	11	8
14	23	7	2	8	15
347	360	324	311	308	303
1	0	1	3	0	0
125	189	169	296	195	154
75	86	65	89	115	89
961	1179	1081	1125	1139	865
491	647	636	586	538	424
703	850	615	512	523	462
0	0	0	0	0	1
3	3	2	2	3	1
1	0	0	2	0	0
31	29	18	12	14	16
8	13	15	7	12	18
806	956	984	930	1114	772
4	3	5	3	3	5
4827	6400	6032	6172	5843	4029
1560	2018	1761	1446	1612	1238
2117	2404	2432	2201	1986	1659
1790	2039	2115	1413	1750	1369
3307	4254	3697	2626	2763	2305
10175	11324	10882	10540	10866	9157
7058	8110	8322	8401	8894	6148
0	1	0	0	0	0
0	0	1	0	0	0
0	0	0	2	0	0
3	4	2	4	3	4
4	4	2	6	7	2
2	1	3	4	2	3
9	15	21	20	17	6
0	2	1	2	0	0
217	246	209	146	145	189
51	59	65	46	48	28
0	0	0	1	0	0
115	193	175	179	175	123
341	396	355	323	381	235
3369	3454	2965	2572	2711	2429
0	0	2	0	0	0
540	654	459	473	590	469
490	587	593	485	568	462
354	316	231	271	333	338
1104	1178	1106	1564	1693	1235
6	9	9	5	5	0
237	298	274	428	414	200
1333	1684	1489	1644	1483	1142
734	852	773	797	794	646
606	790	628	614	679	438
305	397	403	384	367	254
1694	2089	1838	1805	1702	1303
697	661	592	678	691	624
1105	1338	1021	1139	1516	1068
99	87	85	96	94	94
126	154	170	190	188	97
202	194	262	372	311	226
1550	1897	1781	1888	1800	1415
0	0	0	0	0	1
5	1	4	2	3	5
0	0	0	1	4	1
16	29	10	17	20	13
490	505	541	598	541	451
219	211	219	258	239	209
8	21	6	4	8	6
3324	3874	4098	3909	3339	2557
12530	14220	16281	16053	13263	10974
223	325	217	409	388	213
1	1	0	0	0	0
16	15	21	53	50	19
722	808	955	896	905	760
1164	1548	1487	1302	1381	909
499	602	673	796	575	447
327	425	314	320	323	227
90	88	120	98	92	82
1191	1431	1121	1407	1314	950
20	39	15	6	6	8
1	0	3	0	0	1
0	3	0	1	1	0
83	108	70	109	95	71
36	81	54	107	82	33
181	184	146	50	45	33
1741	1954	1996	2238	1824	1366
765	909	728	754	700	524
698	692	556	629	770	629
1	2	5	3	2	2
6	12	8	12	14	14
118	123	129	149	156	173
0	0	1	2	0	2
1583	1442	1576	1484	1532	1292
21	22	20	21	12	10
2	3	3	4	5	3
523	601	658	728	672	507
11	11	6	3	1	5
22	25	21	15	17	14
0	1	1	0	2	1
32	38	35	103	64	44
43	47	46	30	30	18
4	5	2	1	2	5
1402	1575	1481	1414	1507	1231
237	324	215	184	285	196
3	8	6	16	12	13
2262	2711	2307	2370	2542	2021
19	42	11	21	24	25
190	250	290	286	296	172
159	242	199	107	116	100
229	394	412	405	440	195
308	349	388	411	390	324
21	32	36	23	33	8
161	168	150	169	159	137
15	33	26	40	25	18
246	415	330	330	455	284
1461	1459	1598	1521	1474	1227
80	92	89	74	83	76
94	140	146	268	284	187
75	72	63	88	107	67
27	33	42	80	56	33
5	11	12	9	5	6
1267	1446	1777	1471	1501	1166
3	3	4	4	8	2
4314	4597	4402	4684	4758	3755
594	748	830	738	767	569
1330	1524	1453	1427	1411	1228
8	4	7	2	8	8
0	11	6	7	9	1
10	9	10	25	22	8
127	213	191	140	162	91
305	338	375	362	340	236
129	182	188	171	167	131
21	23	26	35	15	10
415	509	497	458	445	345
72	123	125	117	145	79
240	223	319	339	259	223
512	802	781	763	790	519
743	929	796	948	980	716
1224	1161	1301	1125	1119	917
930	991	996	901	918	721
5	4	13	16	9	5
3559	4029	4394	4411	4039	3103
6	1	6	10	3	4
206	284	275	254	254	190
370	395	356	390	462	402
0	2	3	8	2	3
0	3	1	3	2	1
693	779	988	884	759	590
146	151	182	170	191	171
440	463	471	497	418	396
2862	3259	3047	3070	3167	2418
616	724	665	579	594	447
706	811	1025	1161	942	662
1049	1172	1343	1129	1156	871
84	156	144	177	86	98
371	584	627	498	515	296
1970	2023	2180	1879	2127	1764
1349	1590	1580	1891	1245	793
3	0	1	5	2	0
6	3	7	2	5	7
21	16	17	11	7	24
55	88	88	71	86	41
149	179	187	154	142	118
747	932	949	878	954	574
405	455	436	371	341	271
11	4	12	8	8	1
130	147	167	144	112	90
13	17	49	24	15	15
2317	2046	2058	2014	2028	1692
7	7	9	26	9	7
9699	10631	12814	11442	10284	8661
1221	1276	1319	1364	1300	1152
708	697	668	563	639	577
1742	2007	1967	1773	1925	1441
960	1050	1106	1000	1062	881
117	132	132	112	99	85
223	296	360	337	233	180
120	108	153	105	95	101
952	1011	1013	944	920	785
115	178	209	192	187	117
66	102	98	74	51	46
363	351	383	332	374	310
894	1064	1055	1022	994	768
155	186	215	168	120	99
583	639	583	576	576	428
9	14	7	7	4	5
0	0	0	3	1	2
62	71	92	46	41	42
514	618	551	468	465	391
0	2	0	0	0	0
1	0	0	1	1	0
220	302	289	248	181	202
374	454	438	475	417	308
53	57	60	86	59	53
2292	2635	2345	1827	1946	1582
223	224	237	186	122	138
1501	1494	1542	396	363	447
4	4	3	1	0	2
28	19	10	2	2	5
313	400	407	306	329	266
54	82	101	107	98	73
62	104	107	110	99	79
148	191	251	205	209	118
1311	1582	1601	1385	1589	1216
1	0	0	0	1	0
1	0	0	0	0	0
0	0	0	0	0	1
0	5	4	6	3	2
1475	1997	1533	1376	1733	1236
1699	1866	1808	1649	1761	1367
1	6	3	3	6	3
2	1	0	1	1	2
1702	1975	1994	1928	1830	1496
1341	1461	1346	1341	1397	1217
54	63	51	92	78	49
3104	3796	3998	3546	3325	2438
1436	1637	1509	1507	1543	1228
31	30	31	43	48	39
195	210	223	196	239	183
3626	3907	3586	3538	3479	2950
775	926	909	1018	999	645
526	618	568	543	652	419
242	204	247	260	236	214
116	102	98	117	130	77
0	7	6	6	11	4
1591	1879	1942	2142	1953	1577
0	1	1	1	0	0
294	332	347	350	361	213
0	0	1	0	0	0
1119	1339	1407	1904	1795	1276
91	117	135	133	122	100
996	1037	1121	1386	1110	960
9755	10174	9513	8935	9826	8375
14	30	34	24	44	18
34	19	7	38	27	40
0	0	0	0	1	0
14	28	17	11	25	20
126	108	111	195	185	129
398	479	487	511	465	322
671	816	747	857	765	605
1	2	0	0	4	0
23	17	31	33	24	17
20	36	89	86	50	8
1745	1969	2171	2195	1971	1743
406	451	396	394	416	305
1188	1126	1304	1407	1410	1162
379	496	378	465	477	363
0	0	0	0	0	1
60	64	69	76	52	64
375	353	417	399	447	338
3763	4848	4691	5444	4784	3234
6788	8177	7672	6950	6495	5243
495	527	430	282	281	265
66	97	65	105	71	39
3	1	2	11	5	1
2	0	2	0	0	0
6740	8298	7592	7165	6700	5049
4565	5338	4823	5427	5435	4119
697	805	834	814	725	646
5	17	23	20	12	2
0	0	0	1	0	0
1350	1631	1644	1840	1560	1304
4	4	4	4	8	6
272	323	238	581	466	355
0	3	1	0	2	2
158	205	215	226	208	139
0	0	0	1	0	0
284	358	276	329	283	279
127	192	153	175	211	155
1056	1179	1360	1250	1275	1102
1781	1911	1493	1388	1748	1453
1092	1365	1462	1379	1322	971
947	1055	1039	1060	1176	913
1004	1196	1277	1255	1204	930
7	22	6	13	7	8
3872	4135	4107	4101	4088	3332
880	1247	880	783	833	500
1204	1755	1889	2548	2115	1385
439	635	600	503	527	395
1468	1386	1208	1731	1644	1242
2719	2682	2766	3439	3009	2486
7	11	21	10	13	8
32	53	42	22	26	19
1754	2113	2693	2198	1631	1239
3	8	10	2	3	0
18	30	28	10	18	10
2	11	7	6	6	7
377	494	585	670	511	426
765	854	888	890	761	608
1	3	2	1	3	2
724	874	810	580	665	504
119	75	79	59	43	98
17	28	17	7	10	4
454	547	552	597	600	424
2318	2481	2658	2375	2562	2065
402	457	409	463	463	299
219	248	247	262	208	183
813	872	937	780	802	583
1719	1967	1845	1586	1614	1290
6315	7321	7280	7449	7063	5190
1501	1470	1571	1510	1530	1333
64	71	55	70	59	41
5	4	3	5	5	6
13	13	13	29	28	22
20	38	24	22	34	22
1184	1065	1214	1134	1144	909
1290	1417	1206	1270	1402	1113
20792	22381	24174	22981	16375	13247
2257	2452	2522	2384	2384	1725
651	730	585	580	770	620
527	592	584	513	613	458
22	11	19	9	17	7
724	1047	1124	896	795	525
67	91	88	49	41	41
1	0	2	0	0	1
774	861	916	739	790	619
2412	2718	3060	2663	2503	2068
203	296	296	84	74	36
1068	1129	1317	808	777	628
1	3	7	7	3	2
3570	3800	3858	3562	3714	2943
5029	5537	5649	5640	5034	4034
2446	3010	2729	2672	2903	2054
589	616	701	634	678	515
0	1	2	0	1	2
468	549	551	572	549	469
238	244	285	286	288	212
90	102	89	86	91	87
702	839	756	806	894	714
34	45	45	44	46	39
0	0	0	1	0	0
3242	4329	4061	3863	3631	2623
1528	1702	1716	1616	1616	1258
1	1	3	0	1	1
582	634	540	668	572	535
778	1204	1057	1059	933	653
5527	6469	6213	6239	6058	4745
45	42	70	71	76	35
435	519	482	464	461	416
498	549	443	594	671	492
3	8	5	1	9	5
732	771	806	701	713	658
146	169	184	188	184	128
3279	4119	3919	3676	3400	2182
64	44	50	18	40	27
179	127	356	865	604	451
190	264	265	224	252	187
1075	1247	1169	1249	1238	933
1013	1291	1187	1409	1295	804
11	12	8	10	8	13
2282	2504	2698	2758	2489	2163
28	58	33	26	43	31
174	169	165	110	125	160
32	42	43	9	5	9
230	346	383	426	339	246
3571	4384	3538	4674	3910	2767
12	12	17	5	10	10
2	0	2	6	2	3
1330	1637	2024	2977	2120	1474
198	267	311	313	306	214
381	520	574	559	512	358
154	194	253	216	190	157
1079	1152	1031	989	1032	907
10	13	26	53	12	8
7	9	11	38	11	7
0	0	0	0	2	0
10	11	25	34	21	15
3	2	0	4	9	4
0	2	0	2	0	0
0	0	0	1	1	0
0	0	0	0	0	1
0	1	0	0	0	0
0	1	0	0	0	0
4	6	13	22	10	3
330	407	416	504	468	292
1343	1290	1461	1589	1569	1273
459	624	475	476	567	388
145	139	156	216	169	160
8	2	5	7	1	3
8	5	10	22	15	7
2390	2817	2617	2536	2672	1998
4528	5553	5226	5218	5989	4457
2570	2830	2833	2845	2735	2265
2	0	3	2	0	2
128	232	266	334	211	122
0	1	3	4	1	4
67	72	67	80	113	83
1210	1355	1500	1448	1307	1015
466	645	630	604	612	326
773	764	571	655	738	749
8	4	15	22	32	27
26	16	22	16	19	18
1305	1403	1409	1506	1323	1136
431	519	546	480	459	352
1443	1654	1570	1451	1520	1216
34	39	47	59	51	24
271	383	390	596	496	344
6	10	4	20	41	22
183	202	208	122	206	174
5	2	5	0	0	3
17	1	11	7	10	11
868	965	1010	782	815	635
286	189	294	399	429	356
8	7	5	10	7	8
0	0	0	1	0	0
145	193	207	169	156	109
237	255	225	201	216	182
100	152	156	254	173	130
765	817	847	852	868	762
1497	1791	1642	1838	1818	1423
20	24	26	40	23	18
353	411	360	474	432	314
100	101	123	119	124	82
634	806	765	643	788	531
10008	12734	10945	10290	10977	7534
151	146	111	110	134	137
798	853	830	678	618	502
1757	2125	1791	1873	2125	1569
0	0	1	2	0	0
0	0	1	0	4	0
2	0	0	0	0	0
0	0	0	1	0	0
273	260	290	248	252	223
97	127	138	91	136	89
52	77	77	54	65	43
877	1099	1049	1114	1132	784
1166	1440	1472	1410	1443	938
6	4	3	2	1	2
849	1038	1073	965	943	846
15	6	11	8	8	6
1270	1621	1057	667	985	757
0	1	0	0	0	0
1	2	3	3	5	0
434	449	401	419	383	389
1	1	0	0	0	1
3	0	1	1	3	2
0	2	1	1	0	0
1	2	2	1	1	7
0	0	0	0	1	0
1187	1490	1366	1360	1462	1078
783	1104	882	659	850	672
13	7	17	21	18	12
110	132	123	74	104	72
8	19	13	8	14	4
3	3	8	7	5	2
45	53	55	44	33	40
180	185	189	234	221	193
183	202	330	615	646	474
3436	3744	3885	4064	3619	3085
53	61	61	37	36	34
14	10	5	10	8	5
120	124	175	155	176	117
260	324	348	321	270	206
55	42	67	105	89	57
6	6	5	8	3	4
0	3	3	2	0	0
0	0	0	0	1	0
64	45	95	106	52	43
33	57	69	48	47	36
0	2	0	5	2	1
1161	1328	1451	1431	1547	1158
4	6	9	1	2	2
405	495	472	395	382	275
3730	4062	3859	4258	4107	3278
201	258	244	256	212	172
526	659	677	701	553	447
40	50	55	49	39	42
256	292	291	268	302	237
2	2	2	0	1	2
117	123	157	164	114	112
667	973	926	852	881	519
1	1	1	0	1	0
1172	1301	1290	1217	1351	1176
380	503	514	461	459	304
520	552	621	618	751	531
1807	2156	2195	1968	1912	1619
238	290	282	280	324	251
2	8	12	5	6	1
45	44	64	71	48	36
2	12	4	5	6	5
334	362	352	507	492	300
9	13	14	4	2	6
2	0	0	0	0	0
362	408	370	370	341	268
234	230	216	214	248	233
1125	1399	1324	1407	1377	994
165	223	148	63	112	74
239	317	264	212	255	187
245	289	195	164	215	165
1264	1381	1363	1375	1309	1136
1215	1294	1167	1144	1232	1041
0	4	4	6	9	4
85	92	113	90	89	70
285	269	251	666	507	370
12165	14668	12739	10181	10508	8671
558	597	562	633	609	445
26	27	40	64	44	23
1	0	3	5	5	3
2373	2734	2200	2171	2707	2086
1328	1716	1559	1401	1367	858
655	841	839	894	659	553
1	0	0	0	5	3
459	463	509	465	459	382
1595	1437	1452	1406	1665	1365
0	1	0	1	1	3
1140	1200	1158	920	1106	909
3828	4379	4077	4594	4296	3278
1030	1519	1565	1902	1868	1006
1160	1328	1432	1541	1492	1201
1418	1501	1543	1626	1567	1210
1999	2281	1998	1856	1814	1466
6283	6894	7168	6958	5828	4655
795	901	1104	1193	1085	796
2	1	3	2	0	0
3668	3928	3982	4020	3617	2939
90	110	106	113	114	68
2	0	0	0	0	0
311	335	410	317	363	303
1	2	3	0	3	1
1005	1192	986	971	1033	828
163	185	183	209	180	164
267	356	261	305	316	229
1968	2361	2185	2248	2155	1560
136	189	136	104	213	150
11	8	10	8	9	10
17	3	0	0	2	1
89	109	96	93	102	68
3	1	2	4	1	3
96	149	122	32	81	72
114	162	191	132	131	77
511	501	427	517	529	484
1776	1878	1912	1741	1630	1317
626	966	777	786	882	577
151	147	126	13	57	45
8275	9486	9079	9296	9399	7256
806	925	830	746	809	678
332	429	400	319	365	277
332	499	393	514	520	329
1989	2340	2070	1895	2068	1614
1277	1369	1299	1393	1459	1179
10872	13468	12193	11080	9882	8070
390	503	490	476	540	337
3986	4993	4388	4397	4501	3559
1653	1787	1635	1523	1647	1492
3	6	3	4	2	3
0	1	1	0	0	0
636	718	697	674	658	517
385	374	416	368	410	400
17	14	19	20	18	25
498	524	561	606	547	510
498	563	561	1025	921	639
6820	7586	7550	7367	6064	5206
153	294	268	306	222	138
5	3	6	3	3	0
909	802	652	652	638	570
1447	1600	1195	929	1117	924
257	363	448	471	424	261
5450	5936	5442	5647	6043	5016
531	669	643	718	644	459
272	266	292	264	230	193
0	0	0	2	0	0
0	0	0	0	0	1
6	2	5	10	14	8
3	4	1	5	7	3
280	259	239	204	259	215
1	3	2	1	4	0
791	821	799	539	490	350
185	211	243	178	205	175
562	624	584	638	670	577
1702	2078	1756	1528	1790	1329
49	79	75	74	89	53
2336	2696	2853	2619	3007	2328
18	27	27	14	41	19
0	0	0	2	0	2
515	642	605	641	522	391
570	668	548	460	401	328
787	1227	881	729	721	525
20	17	27	19	19	12
4	3	2	1	2	6
2159	2260	2277	2371	1978	1576
1	1	2	4	6	0
1006	1110	1230	1091	1063	857
37	57	51	49	46	27
2	10	12	7	8	9
104	136	116	104	143	104
11	13	12	15	9	8
3257	3776	3419	3567	3737	2896
311	398	429	426	406	293
10	12	8	5	5	8
336	343	377	324	340	261
25	28	21	23	12	19
0	3	0	6	2	1
3	4	0	3	1	4
135	146	157	97	90	96
350	334	379	213	181	156
28	28	38	33	23	33
2465	2686	2602	2368	2475	2151
15	11	16	2	0	1
142	175	210	233	167	144
12	11	18	38	5	7
2	0	0	0	0	0
897	1659	1959	2199	1801	879
957	1045	1097	1105	1175	833
0	2	1	5	0	3
1288	1420	1373	1503	1461	1093
3932	4280	5121	4454	4320	3532
3	2	6	1	1	0
0	0	1	0	0	0
91	102	94	114	113	108
2	8	5	3	1	2
4	5	6	8	7	3
478	564	583	521	516	435
1312	1525	1531	1123	1067	949
553	743	734	823	784	475
14	24	37	32	26	11
1243	1189	1399	1244	1229	1199
2881	3225	3275	3511	3142	2446
3	5	13	4	3	1
428	477	666	689	510	367
14	21	16	15	6	8
254	289	242	196	191	173
5213	5719	5930	6027	4967	3990
0	2	0	0	0	0
66	121	108	56	95	46
444	464	496	554	494	361
2	7	5	3	2	7
170	181	187	178	162	153
365	398	474	418	439	337
2801	3488	3347	3024	3088	2184
3029	2916	3238	2978	2883	2410
1208	1500	1670	1400	1349	881
54	61	51	61	76	43
124	124	155	114	123	85
3	4	10	3	4	4
120	163	154	168	167	138
0	0	0	3	3	0
12458	15674	15441	18321	14831	10344
1299	1572	1555	1753	1586	1191
8602	9402	10181	8947	8907	7743
1	5	3	1	3	1
8	13	14	11	4	6
1	0	0	1	0	0
513	594	544	520	562	495
17	28	15	23	25	12
223	293	260	232	267	230
7	12	8	8	7	3
183	222	226	195	223	153
212	263	244	219	220	169
748	874	772	721	783	635
317	501	484	865	672	371
3298	3701	3524	4225	3984	2887
5	4	16	5	3	4
1513	1862	2742	2718	1682	1023
1271	1398	1317	1281	1394	1018
1622	1737	1829	2000	1920	1549
1	0	1	2	3	1
438	475	570	496	413	406
134	208	157	90	83	63
516	581	485	590	570	460
194	354	355	323	304	151
2	1	9	4	3	0
2146	2412	2376	2266	2437	1866
326	450	415	378	422	313
1205	1261	1086	969	1102	948
1640	1967	1860	1743	1907	1361
11	7	4	7	9	2
104	109	125	126	122	88
580	671	686	658	673	420
196	253	189	211	224	157
1079	1186	1248	1133	1161	971
51	55	73	65	59	60
2	5	11	8	5	1
1	4	0	2	2	1
3386	3254	3187	3373	3263	2928
707	804	749	973	1103	813
349	536	528	534	490	290
533	584	598	602	654	473
394	458	356	358	383	301
833	953	890	877	864	744
5	6	4	8	6	0
1257	1530	1435	1056	1129	908
354	334	292	234	319	297
173	183	192	141	181	173
8	6	8	12	8	11
0	0	3	1	2	1
95	129	55	95	122	81
7	3	5	13	8	9
194	210	277	230	213	167
325	519	453	455	511	316
482	784	800	766	726	468
2825	2974	3095	3102	3302	2727
1680	1787	1922	2072	1958	1545
1415	1515	1465	1770	1604	1338
12	17	25	21	14	8
2249	2711	2444	2953	3006	2028
190	278	373	373	329	231
3	2	0	2	1	5
0	0	0	1	5	0
0	0	0	1	0	0
0	1	0	2	8	0
0	0	2	2	0	0
0	0	0	0	0	1
0	0	0	1	0	0
0	0	0	1	0	1
0	0	0	1	0	0
1	0	0	1	1	0
0	0	1	0	1	0
0	2	0	2	1	1
2	1	2	2	2	1
4	4	2	6	2	2
0	2	0	2	2	1
0	2	2	1	4	0
4	1	1	1	2	2
0	0	1	0	0	0
0	2	0	0	2	1
1	2	2	2	2	2
0	0	0	0	0	1
2	0	3	1	3	4
0	0	0	0	0	1
3722	4482	3361	1555	2099	1727
6	1	0	3	2	1
82	79	69	67	96	61
339	341	389	442	417	360
155	194	199	244	189	157
2054	2394	2361	2333	2473	1807
571	714	642	608	710	572
0	2	1	2	0	2
4	1	3	0	1	1
334	334	280	321	316	328
4	5	3	2	6	6
47	38	22	52	53	37
837	960	1040	1302	1455	989
35	27	29	49	48	39
0	1	1	0	0	1
11	11	10	20	32	18
1	2	1	0	1	1
18	11	13	13	13	15
495	579	531	555	660	499
231	321	285	258	241	168
2921	3055	3277	3155	2880	2435
0	1	0	0	0	0
42	51	38	48	59	37
430	601	436	465	547	406
11	4	10	8	8	1
2	2	2	2	8	1
41	65	67	73	62	54
55	86	100	146	98	71
1247	1934	1724	2407	2375	1382
16	23	6	5	13	6
4	18	25	14	11	13
231	323	317	318	327	297
2779	3309	3649	3205	3483	2675
128	161	158	143	160	84
224	229	260	381	478	355
39	40	20	39	39	26
23	19	19	37	31	17
1	0	0	1	1	1
5773	6756	6539	6867	7763	5968
1824	2234	2303	1899	2331	1797
189	242	248	409	481	341
61	35	56	77	61	57
514	649	667	890	865	554
2	2	0	0	2	1
73	113	105	108	85	70
1724	1816	1879	1776	1746	1516
369	413	384	469	491	367
1617	1987	2078	2189	2079	1541
286	309	284	298	315	252
6	9	13	6	7	10
1477	1577	1335	1015	1234	1127
14	11	15	14	17	18
679	860	777	821	894	670
603	763	658	746	808	488
14	7	10	9	16	12
1394	1680	1629	1535	1438	1079
70	132	106	127	136	75
1452	1732	1857	1878	1953	1413
479	704	640	670	607	378
55	106	70	79	79	37
455	457	443	472	466	344
0	1	3	2	4	0
1559	1896	1515	1615	1809	1337
412	541	446	488	521	389
327	309	323	330	346	333
10573	12930	10317	6972	8700	6821
3	2	3	8	4	4
374	588	494	546	560	343
4252	4840	4102	3992	4762	3680
122	144	163	169	195	113
4	16	10	5	16	5
2	2	2	3	3	2
2322	2981	2694	2859	2726	1893
887	1149	1134	1067	1201	829
13900	15650	17033	13766	15186	12676
787	1113	691	700	686	491
409	523	451	400	422	363
183	260	271	320	306	184
271	316	334	516	426	280
2537	3475	3289	3021	2878	1972
479	640	535	724	672	474
1536	1965	1733	1695	1549	1224
502	531	522	500	546	398
14	16	20	22	20	13
0	0	1	0	0	0
1004	1356	1323	1227	1182	831
65	44	39	6	4	7
529	897	941	1092	1189	738
204	245	375	648	586	361
1823	2649	3056	3480	3003	1680
434	621	564	574	550	393
143	119	98	126	132	139
1	1	2	8	2	1
1	0	4	3	2	1
704	704	891	840	701	596
428	598	568	508	501	384
1	1	0	1	1	2
3	0	0	0	2	0
0	0	0	3	5	5
664	940	794	830	899	541
5808	6564	6145	6279	6600	5094
449	551	511	405	492	316
118	130	99	104	123	120
424	508	503	573	516	374
177	225	181	225	218	178
1	0	1	0	0	2
1	1	2	13	0	1
0	0	0	0	2	0
415	403	488	474	408	351
420	419	513	428	479	379
95	129	107	102	108	74
5014	5721	5995	5720	5928	4516
1773	2687	2578	2877	2627	1587
44	40	66	45	29	36
530	677	676	951	812	515
1	0	3	0	0	1
6089	7034	5971	6201	6681	5183
4	9	9	8	10	3
5	1	2	1	4	0
44	49	42	36	38	43
1188	1383	1436	1359	1354	1037
4	1	6	2	7	2
811	1022	902	942	910	633
20	31	12	7	24	17
778	1045	1201	1211	1178	808
1148	1390	1456	1544	1481	1002
1	2	1	1	0	2
3	7	4	1	2	3
83	92	72	73	70	70
1497	1860	1568	1708	1866	1311
2	0	0	0	1	1
584	669	606	657	646	561
403	459	408	391	412	312
329	357	270	298	344	290
433	448	435	362	392	361
1348	1688	1653	1571	1506	1097
1746	1942	1729	1354	1696	1413
0	0	0	1	0	2
0	0	0	1	0	1
281	300	345	310	277	248
1	0	0	0	0	0
1	0	2	1	0	1
0	0	1	1	1	0
17	11	7	5	10	10
1	0	0	1	1	0
11	16	22	34	17	20
332	458	383	401	490	295
2	1	1	0	2	0
28	22	33	28	26	21
0	0	0	1	0	1
38	29	30	36	28	21
0	0	0	0	3	0
332	298	339	358	353	304
8229	9235	8260	7409	9132	7290
942	1290	998	399	640	482
151	226	212	162	172	119
1065	1161	1251	1159	1304	909
711	871	824	963	1015	795
12	17	20	32	28	22
4	0	0	0	1	3
5403	6807	7146	7492	6756	4870
52	69	37	13	27	22
447	623	556	556	557	380
0	0	0	2	0	0
102	167	184	384	261	153
1	0	3	1	0	0
2149	2628	2536	2610	2483	1928
488	586	473	163	403	377
678	945	792	506	592	426
336	393	330	237	274	258
0	0	1	0	0	0
0	0	3	0	0	0
1	0	1	0	0	0
0	2	4	6	3	2
6	8	11	5	9	5
2	1	0	3	3	3
1	0	0	0	0	0
0	0	0	1	0	0
7	12	5	18	14	14
23	37	32	38	39	38
0	0	2	0	0	2
2	1	3	1	1	3
0	0	0	1	0	0
